method,id_doc,n,k_injected,correct_flex,correct_strict,has_done,seconds,setting
ours,9,18,46,1,1,1,7.07,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,20,51,0,0,1,7.07,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,22,56,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,24,61,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,26,67,1,1,1,7.07,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,28,72,1,1,1,7.07,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,30,77,1,1,1,7.06,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,32,82,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,34,87,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,36,92,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,38,97,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,40,102,0,0,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,42,108,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,44,113,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,46,118,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,48,123,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,50,128,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,52,133,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,54,138,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,56,143,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,58,148,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,60,154,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,62,159,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,64,164,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,66,169,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,68,174,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,70,179,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,72,184,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,74,189,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,76,195,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,78,200,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,80,205,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,82,210,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,84,215,1,1,1,7.08,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,86,220,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,88,225,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,9,90,230,1,1,1,7.09,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,0,0,0,0,1,7.29,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,2,5,0,0,1,7.28,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,4,10,1,1,1,7.28,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,6,15,1,1,1,7.28,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,8,20,1,1,1,7.28,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,10,26,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,12,31,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,14,36,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,16,41,1,1,1,7.28,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,18,46,1,1,1,7.31,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,20,51,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,22,56,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,24,61,1,1,1,7.35,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,26,67,1,1,1,7.35,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,28,72,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,30,77,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,32,82,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,34,87,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,36,92,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,38,97,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,40,102,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,42,108,1,1,1,7.24,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,44,113,1,1,1,7.42,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,46,118,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,48,123,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,50,128,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,52,133,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,54,138,1,1,1,7.33,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,56,143,1,1,1,7.34,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,58,148,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,60,154,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,62,159,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,64,164,1,1,1,7.25,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,66,169,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,68,174,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,70,179,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,72,184,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,74,189,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,76,195,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,78,200,1,1,1,7.26,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,80,205,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,82,210,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,84,215,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,86,220,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,88,225,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,10,90,230,1,1,1,7.27,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,0,0,1,1,1,7.71,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,2,5,1,1,1,7.7,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,4,10,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,6,15,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,8,20,1,1,1,7.76,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,10,26,1,1,1,7.78,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,12,31,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,14,36,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,16,41,1,1,1,7.68,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,18,46,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,20,51,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,22,56,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,24,61,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,26,67,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,28,72,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,30,77,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,32,82,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,34,87,1,1,1,7.69,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,36,92,1,1,1,7.68,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,38,97,1,1,1,7.68,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,40,102,1,1,1,7.77,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,42,108,1,1,1,7.67,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,44,113,1,1,1,7.66,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,46,118,1,1,1,7.66,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,48,123,1,1,1,7.76,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,50,128,1,1,1,7.75,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,52,133,1,1,1,7.68,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,54,138,1,1,1,7.67,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,56,143,1,1,1,7.67,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,58,148,1,1,1,7.66,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,60,154,1,1,1,7.68,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,62,159,1,1,1,7.77,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,64,164,1,1,1,7.74,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,66,169,1,1,1,7.66,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,68,174,1,1,1,7.66,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,70,179,1,1,1,7.66,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,72,184,1,1,1,7.66,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,74,189,1,1,1,7.75,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,76,195,1,1,1,7.75,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,78,200,1,1,1,7.65,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,80,205,1,1,1,7.65,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,82,210,1,1,1,7.65,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
ours,11,84,215,1,1,1,7.65,"{""h"": 5, ""path_router"": ""routers_e2e/llada_base__cm_clean.pt"", ""select_only_in_h"": true, ""step_refresh_remainder"": 8, ""step_refresh_remainder_prompt"": 32}"
